text,label,label_name
Thousands of protesters march against rising food prices in Brazil.,0,World
Major merger expected to create new powerhouse in industry,2,Business
Tiger Woods makes dramatic comeback after lengthy injury layoff,1,Sports
China's economic growth slows down as trade policies become more restrictive,0,World
New study reveals link between air pollution and cognitive decline in children,3,Sci/Tech
Indian Premier League teams gear up for a thrilling cricket tournament,1,Sports
New smartphone chip promises to improve battery life and performance.,3,Sci/Tech
Scientists discover new species of ancient human in remote region.,3,Sci/Tech
NASA reveals new evidence of water on Mars,3,Sci/Tech
Global food production projected to drop by 2% due to extreme weather events.,0,World
Scientists create new material that can harness and convert ocean energy into electricity,3,Sci/Tech
International coalition forms to combat wildlife trafficking,0,World
Bizarre incident occurs on the field as players engage in heated argument over a disputed call,1,Sports
AI-powered system can detect breast cancer from mammography images with high accuracy,3,Sci/Tech
Robots learn to navigate complex maze with minimal programming.,3,Sci/Tech
AI-generated art gains recognition as a legitimate form of creative expression,3,Sci/Tech
Cryptocurrency prices plummet after regulatory crackdown in key market.,2,Business
North Korea announces new nuclear test site,0,World
Cats' Comeback Against Eagles Sparks Debate Over Coaching Decisions,1,Sports
UFC 285: Israel Adesanya defends title against Jared Cannonier,1,Sports
Major overhaul of financial regulations sparks investor uncertainty.,2,Business
UFC lightweight champion defends title against challenger with knockout victory,1,Sports
Millions displaced as Cyclone Idai devastates Mozambique and Zimbabwe,0,World
AI-powered telescope makes groundbreaking discovery of distant exoplanet,3,Sci/Tech
NBA trade deadline brings surprise moves as teams look to bolster playoff runs.,1,Sports
New York Yankees clinch American League East title with dominant performance,1,Sports
US And Allies Impose Sanctions On Russian Defense Firm Over Ukraine Invasion,0,World
Climate change protesters block major highway in India to demand urgent action from government.,0,World
Scientists discover new species of jellyfish that can live up to a year without food or water,3,Sci/Tech
European Space Agency launches mission to explore Jupiter's icy moon Europa for signs of life.,3,Sci/Tech
Tesla's Q4 Results Show Signs of Improvement,2,Business
Astronomers detect evidence of water vapor on a distant exoplanet that could potentially support life,3,Sci/Tech
Basketball legend Magic Johnson is set to become the first African American owner in the NBA after purchasing a majority stake in the Charlotte Hornets.,1,Sports
Major Cyberattack on Global Supply Chain Raises Antitrust Fears.,2,Business
EU imposes new sanctions on Russia over human rights violations.,0,World
Football fans in Europe protest stadium renovations that favor visiting teams.,1,Sports
Baseball legend Hank Aaron's legacy honored with memorial service,1,Sports
Global poverty rates continue to decline: report,0,World
Innovative start-ups create jobs and drive economic growth in emerging markets.,2,Business
New solar panel technology could make renewable energy more accessible to developing countries,3,Sci/Tech
European Union imposes sanctions on Russian individuals linked to Ukraine crisis,0,World
US Open tennis tournament marred by controversy as player accused of doping makes headlines,1,Sports
New study reveals alarming rates of corporate tax evasion worldwide,2,Business
Climate change causes devastating floods in Bangladesh,0,World
Regulatory changes aimed at boosting consumer confidence in financial markets.,2,Business
Scientists create breakthrough in CRISPR gene editing technology.,3,Sci/Tech
Indian government announces plans to reduce carbon emissions by 30% by 2030,0,World
UNHCR Warns of Potential Genocide Against Rohingya Refugees in Myanmar,0,World
Biotech firm creates innovative new vaccine against deadly virus,3,Sci/Tech
SpaceX's Starship capsule successfully completes first crewed mission to Mars orbit.,3,Sci/Tech
Government Introduces Radical New Tax Reform to Boost Economic Growth,2,Business
"New tax law set to take effect, impacting businesses of all sizes globally",2,Business
Russian presidential election set for March next year.,0,World
Market Trends Show Sign of Economic Growth,2,Business
Fans flock to stadiums to watch historic matchup between two undefeated teams,1,Sports
Turkey's president vows to rebuild and restore damaged infrastructure in earthquake-stricken areas.,0,World
New Study Reveals Hidden Benefits of Implementing Flexible Work Arrangements,2,Business
European Union agrees on new regulations to combat tax avoidance by multinational corporations.,2,Business
New device uses sound waves to create detailed images of the brain for improved diagnosis and treatment.,3,Sci/Tech
LeBron James breaks NBA record for most playoff points scored by a player,1,Sports
Cleveland Browns Make Historic Trade in NFL Draft,1,Sports
North Korea conducts secretive nuclear test amidst heightened tensions with South Korea.,0,World
UN climate summit sees agreement on major emissions-cutting targets,0,World
Machine learning algorithm developed to help detect and prevent cyber attacks on critical infrastructure,3,Sci/Tech
Turkey's earthquake toll rises as rescue efforts continue,0,World
Global supply chain disruptions hit major retailers hard.,2,Business
US-China trade deal signed after months of negotiations,2,Business
New app uses AI to help people with disabilities navigate public spaces,3,Sci/Tech
Global economy slows down due to ongoing pandemic and trade tensions.,0,World
UFC Announces Return to Las Vegas with High-Stakes Heavyweight Bout,1,Sports
Tennis star Novak Djokovic wins fifth Australian Open title,1,Sports
New study reveals link between climate change and increasing risk of global pandemics.,3,Sci/Tech
Global economy shows signs of slowdown as trade wars escalate.,0,World
"Young golfer wins prestigious tournament, becomes the talk of the town",1,Sports
Leading Tech Company Unveils Breakthrough Product Line that Revolutionizes Industry,2,Business
Unprecedented merger between two retail giants sends shockwaves through market.,2,Business
"Climate change causes record-breaking drought in Australia, affecting entire nation's water supply",0,World
Global economy shows signs of slowing as trade wars escalate,0,World
Tsunami warning issued for Pacific islands as earthquake triggers massive waves,0,World
International court convicts Russian officials in Ukraine war,0,World
Top-ranked golfer suffers shocking defeat in semifinals,1,Sports
Top Stock Analysts Predict a Recession in the Coming Months,2,Business
Wall Street Sees Gains as Tech Stocks Bounce Back from Recent Downturn,2,Business
AI System Designed To Predict Human Brain Function,3,Sci/Tech
NATO says Russia has built up troops on Ukraine's border for a potential attack,0,World
European Union to Impose New Regulations on Big Tech Companies,2,Business
College Football Team Fined for Unsportsmanlike Conduct During Rival Game,1,Sports
Breakthrough in quantum computing could lead to major advancements in fields like medicine and finance,3,Sci/Tech
Europe imposes strict controls on gas imports from Russia amid rising prices.,0,World
"Cybersecurity breach hits major corporation, leading to billions of dollar losses",2,Business
Tensions rise as India and Pakistan engage in a heated exchange over Kashmir dispute.,0,World
Private Space Company Announces Plans to Build Megastructure in Earth Orbit,3,Sci/Tech
New York Yankees sign highly touted pitching prospect to major league contract,1,Sports
New Study Reveals Majority of Consumers Willing to Pay More for Sustainable Products,2,Business
UNICEF launches campaign to combat child trafficking in South Asia,0,World
USWNT wins Women's World Cup for record sixth time under Coach Jill Ellis,1,Sports
World's first 3D-printed human kidney is transplanted into patient,3,Sci/Tech
Rugby Team Fined for Racial Slur Used During Game,1,Sports
MLB Lockout Affects Spring Training Games,1,Sports
"India's COVID-19 death toll surpasses 500,000 mark",0,World
Researchers Discover New Species of Ancient Human in Remote Indonesian Cave,3,Sci/Tech
"Rafael Nadal Wins French Open Title, Sets New Record",1,Sports
Sustainable fashion brands report significant surge in sales as consumers prioritize eco-friendliness,2,Business
New York Yankees Edge Chicago White Sox In Thrilling Late-Inning Showdown,1,Sports
Tiger Woods Returns to Competition at PGA Tour Event After Injuries and Controversies,1,Sports
Golf tournament plagued by controversy over rules and scoring,1,Sports
India's Supreme Court orders demolition of anti-Sikh riots memorial in Delhi.,0,World
"Scientists create new, highly efficient method to purify water using nanotechnology.",3,Sci/Tech
Global Banks to Implement Stricter Anti-Money Laundering Regulations,2,Business
Global market trends indicate a shift towards sustainable investing,2,Business
Soccer fans in attendance set record for largest gathering at World Cup match,1,Sports
Investors bet big on electric vehicle maker as sales surge.,2,Business
LeBron James named NBA Most Valuable Player for record-breaking sixth time,1,Sports
New global health initiative aims to eradicate malaria by 2025,0,World
New Tax Law Aims to Boost Economic Growth,2,Business
"Major economic deal reached, but critics warn of unequal benefits and risks",0,World
European Union agrees on climate law requiring net-zero emissions by 2050,0,World
Robotics firm unveils futuristic humanoid robot for search and rescue missions.,3,Sci/Tech
Scientists Develop New Material That Can Harness and Store Rainwater,3,Sci/Tech
The biggest tennis rivalry of the year heats up as Novak Djokovic faces Rafael Nadal,1,Sports
Scientists create world's first genetically engineered human-virus hybrid to combat diseases,3,Sci/Tech
NBA All-Star Game features a high-flying dunk contest and thrilling matchup between Eastern and Western Conference teams,1,Sports
Tokyo Olympics officials confirm new security measures after recent incidents,1,Sports
UK and France agree on key elements of post-Brexit trade deal.,0,World
Baseball team wins championship after dramatic comeback in the final game.,1,Sports
Los Angeles Rams' Aaron Donald named NFL Defensive Player of the Year for second consecutive season,1,Sports
Scientists discover novel way to harness solar energy and reduce greenhouse gas emissions,3,Sci/Tech
Breakthrough in gene editing technology could lead to cure for genetic diseases,3,Sci/Tech
Boxing Match Between Legends Ends in Upset Victory for Young Riser,1,Sports
College football season predictions made for top teams to win,1,Sports
Dallas Cowboys acquire star quarterback Dak Prescott in trade with San Francisco 49ers,1,Sports
Famous boxer announces plans to retire from professional competition after upcoming fight,1,Sports
US Jobless Claims Decline Amid Steady Economic Growth,2,Business
New study reveals widespread financial literacy gaps among low-income households.,2,Business
Golden State Warriors set new NBA record for most consecutive wins,1,Sports
Investors weigh in on potential impact of new economic sanctions on global markets,2,Business
Researchers Create First Fully Functional Bionic Limb,3,Sci/Tech
Tennis Star Announces Shocking Retirement from Professional Tennis,1,Sports
North Korea Conducts Successful Nuclear Test,0,World
Liverpool Beats Chelsea in Thrilling Penalty Shootout to Win Carabao Cup,1,Sports
Scientists develop groundbreaking treatment for debilitating neurological disorder,3,Sci/Tech
The World's Most Expensive Football Players Revealed in Shocking List,1,Sports
New study reveals potential link between social media use and mental health issues in teenagers,3,Sci/Tech
New York Yankees acquire star pitcher in trade,1,Sports
Billionaire investor announces new initiative to promote sustainable agriculture practices,2,Business
UFC fighter Conor McGregor makes surprise comeback after 18 months out with injury,1,Sports
New regulations aim to increase transparency in corporate financial reporting.,2,Business
French Open final becomes longest match in tournament history due to rain delays,1,Sports
Stock Market Sees Unprecedented Crash Amid Global Economic Concerns,2,Business
Government announces new initiative to support small businesses,2,Business
Investors expect major tech company earnings report to shape market sentiment.,2,Business
UN Secretary-General calls for global ceasefire amidst rising tensions,0,World
Major breakthrough in renewable energy promises cheaper solar power.,1,Sports
AI-Powered Robot Can Learn and Adapt to New Tasks in Real-Time,3,Sci/Tech
LeBron James breaks NBA scoring record with incredible performance,1,Sports
Local High School Basketball Team Wins Regional Championship,1,Sports
"Apple launches new sustainable product line, sparking debate over corporate social responsibility.",2,Business
Breakthrough in Brain-Computer Interfaces Could Revolutionize Disability Care,3,Sci/Tech
World Wrestling Entertainment founder Vince McMahon steps down from active role after decades at helm,1,Sports
Los Angeles Rams Defeat Kansas City Chiefs in Thrilling NFL Playoff Matchup,1,Sports
Formula One Team Unveils Revolutionary New Car Design,1,Sports
Liverpool to face Manchester United at Anfield for Premier League clash,1,Sports
New study suggests that plant-based diets may have a significant impact on reducing greenhouse gas emissions,3,Sci/Tech
Tech giant's latest merger sparks antitrust investigation,2,Business
Breakthrough in quantum computing enables faster-than-light data transfer,3,Sci/Tech
Global Economy Shrank Slightly in Q1 Due to Weak Consumer Spending,2,Business
New Study Reveals Hidden Patterns in DNA Sequences,3,Sci/Tech
The European Central Bank announces plans to cut interest rates further in an effort to stimulate economic growth.,2,Business
Australian Open to introduce new technology to reduce players' use of electronic devices during matches,1,Sports
UFC 285: Jon Jones faces Max Holloway in highly anticipated bout.,1,Sports
"Massive earthquake strikes Indonesia, killing hundreds of thousands",0,World
AI-powered healthcare platform launched to improve patient outcomes and streamline clinical workflows,3,Sci/Tech
New AI System Successfully Diagnoses Rare Genetic Disorder,3,Sci/Tech
E-commerce giant to launch new platform targeting emerging markets.,2,Business
UN Secretary-General Warns of Global Economic Downturn Over China Trade Tensions,0,World
Investors cautious as economic indicators point to potential recession,2,Business
India's monsoon season brings severe flooding to rural areas,0,World
"New Indoor Sports Complex Opens in City, Attracting Top Athletes from Around the World",1,Sports
New study reveals link between mental health and brain chemistry,3,Sci/Tech
US and China agree to restart trade talks after months of tensions.,0,World
Tom Brady to join NFL team as coach after playing career comes to an end,1,Sports
Breakthrough in Quantum Computing Allows for Faster Data Processing Times,3,Sci/Tech
Renowned entrepreneur launches new venture fund to support diverse startups,2,Business
Feds crack down on tax evasion schemes affecting small business owners,2,Business
"Global poverty rates decline for the first time in decades, report finds",0,World
Climate change is having a devastating impact on global fisheries says report,0,World
NASA's Perseverance Rover Uncovers Evidence of Past Life on Mars,3,Sci/Tech
Stock Market Sees Slight Decline Amid Trade Tensions,2,Business
Russia's Ukraine invasion sparks widespread protests across Europe,0,World
Scientists create first-ever self-healing materials with potential to revolutionize industry,3,Sci/Tech
Formula One drivers battle it out for championship at Brazilian Grand Prix,1,Sports
Turkey Struggles to Cope with Devastating Floods and Earthquakes,0,World
"AI-powered robots assist in disaster response, saving countless lives and properties.",3,Sci/Tech
Growing tensions between nations spark fears of global conflict over resources.,0,World
EU's green economy plan aims to reduce carbon emissions by 55% by 2030.,2,Business
Tech Giant Unveils Innovative Solution for Supply Chain Optimization.,2,Business
Breakthrough in quantum computing could revolutionize data processing,3,Sci/Tech
Major League Baseball Announces Plans to Increase Salary Cap,1,Sports
UFC champion defends title against surging challenger.,1,Sports
Belgian soccer team wins historic qualifying match for World Cup finals,1,Sports
Formula One racing team hires new driver after scandal,1,Sports
AI-powered system helps detect heart disease from medical images with high accuracy,3,Sci/Tech
New species of ancient human discovered in the Philippines,3,Sci/Tech
Basketball legend retires from competitive play after decades in the sport,1,Sports
Injuries mount as MLB season hit by a string of devastating suspensions,1,Sports
EU imposes sanctions on Russian officials over Navalny arrest,0,World
Researchers Develop New Material That Can Harness and Store Solar Energy,3,Sci/Tech
The rise of the gig economy continues as new platform launches offer flexible work arrangements.,2,Business
Boxer's dramatic upset in championship match sends shockwaves through the sports world,1,Sports
China's economy shows signs of slowing as government implements new stimulus package.,0,World
EU and China reach tentative agreement on contentious trade deal,0,World
Golden State Warriors trade away prized player to strengthen roster,1,Sports
Tech giants team up to develop new AI-powered cybersecurity tools,2,Business
A team of researchers discovers a new way to produce clean drinking water using advanced technology.,3,Sci/Tech
Stock Market Sees Sudden Drop Due to Global Economic Concerns,2,Business
College basketball rankings undergo major shake-up after top-ranked team suffers shocking loss,1,Sports
New AI-powered tool helps detect early signs of Alzheimer's disease,3,Sci/Tech
Turkey and Greece agree on maritime boundaries amid historic tensions,0,World
A recent survey reveals that the majority of consumers prefer eco-friendly packaging options.,2,Business
UNICEF says hundreds of children are dying every day from extreme poverty,0,World
EU and US agree on a joint climate change plan to meet Paris Agreement targets.,0,World
EU imposes new sanctions on Russia over Ukraine conflict,0,World
AI-powered robots assist doctors in performing complex surgeries with unprecedented success rate,3,Sci/Tech
European Central Bank Announces Rate Cut in Bid to Boost Growth,2,Business
Turkey launches military operation against Kurdish militants in northern Syria.,0,World
European Union passes landmark climate change bill,0,World
Nations pledge billions to African climate change mitigation efforts,0,World
"Global supply chain disruptions continue to plague major corporations, with some reporting losses of over $1 billion.",2,Business
Los Angeles Rams defeat Chicago Bears in high-scoring NFC Championship game,1,Sports
New Study Reveals Impact of E-commerce on Local Businesses,2,Business
Google announces new initiative to promote digital literacy and online safety among children,3,Sci/Tech
New York Yankees sign Gerrit Cole to record-breaking deal,1,Sports
Formula 1 Drivers Prepare for Season Opener,1,Sports
UN Security Council imposes sanctions on North Korea over nuclear tests,0,World
NASA's latest Mars rover finds evidence of seasonal methane on the red planet.,3,Sci/Tech
Global stock market continues to plummet as investors lose confidence.,2,Business
Government Unveils New Regulations Aimed at Reducing Carbon Footprint of Large Corporations,2,Business
"UN adopts new resolution on migrants, aiming for more humane treatment",0,World
New York Yankees acquire star pitcher to bolster rotation,1,Sports
Turkey begins drilling off Cyprus in bid to secure natural gas reserves,0,World
Global Consumer Spending Slows Down in Q2,2,Business
Researchers Create Robust Algorithm to Detect and Prevent Cyber Attacks,3,Sci/Tech
"Major earthquake hits Southeast Asia, prompting international aid efforts",0,World
Global stock markets plummet as investors react to unexpected economic data release,2,Business
Artificial Intelligence System Developed to Help Predict and Prevent Natural Disasters,3,Sci/Tech
New Study Finds Strong Link Between Social Media Use and Mental Health Issues,3,Sci/Tech
Global economic growth slows down in Q2 due to trade tensions.,0,World
Ukraine-Russia cease-fire holds after two days of fighting,0,World
New Study Reveals Link Between Sports Drinks and Athletic Performance,1,Sports
Turkey's President Erdogan says ready to discuss Cyprus peace plan,0,World
New solar panel design increases energy efficiency by up to 25%.,3,Sci/Tech
Scientists discover new species of ancient human in remote region of Africa.,3,Sci/Tech
Tiger Woods returns to form with dominating win at PGA Championship,1,Sports
Global tech giants agree to stricter data protection standards.,2,Business
UFC 281: Israel Adesanya vs. Andre Galea makes history in mixed martial arts,1,Sports
Robot capable of mimicking human emotions approved for use in mental health treatment,3,Sci/Tech
New study reveals how AI can help mitigate the effects of natural disasters,3,Sci/Tech
UN Security Council passes resolution on conflict resolution in Yemen,0,World
Scientists develop new material that can absorb and convert CO2 into oxygen,3,Sci/Tech
UN reports sharp rise in global child poverty rates despite economic growth.,0,World
EU agrees to increase military aid for Ukraine amid ongoing conflict.,0,World
Scientists discover new species of ancient human in remote jungle region.,3,Sci/Tech
Major stock index hits record high amid strong corporate earnings and low unemployment.,2,Business
New research sheds light on the hidden dangers of social media addiction,2,Business
Pakistan and India engage in tense border standoff over disputed territory,0,World
Formula One racing series to introduce electric-powered cars for next season.,1,Sports
Scientists develop new AI algorithm for predicting natural disasters,3,Sci/Tech
Top economists predict economic slowdown due to global events,2,Business
Scientists Develop Revolutionary New Battery Technology for Electric Cars,3,Sci/Tech
Serena Williams Announces Shocking Retirement from Tennis,1,Sports
E-commerce giant faces regulatory backlash over tax practices,2,Business
Boxing legend Mike Tyson announces retirement from professional boxing,1,Sports
NASA launches first all-girls astronaut team to Mars-bound mission,3,Sci/Tech
Global health experts sound alarm over rising antimicrobial resistance crisis,0,World
"Global refugee crisis reaches record high, with millions displaced worldwide",0,World
LeBron James leads Lakers to comeback win over Celtics,1,Sports
Global Trade Disruptions Hit Supply Chains As Tariffs Increase,2,Business
MLB playoffs heating up with wild card spots on the line,1,Sports
New species of ancient human discovered in remote region of South America,3,Sci/Tech
France and Germany Announce Plans for Increased Cooperation on Security Matters,0,World
Tesla CEO reveals ambitious plans for AI-powered manufacturing,2,Business
Google's self-driving car division announces significant milestones in its AI-powered autonomous vehicle project,3,Sci/Tech
"Amazon to Launch New Retail Platform, Revolutionizing E-commerce",2,Business
LeBron James breaks all-time scoring record in NBA history,1,Sports
Bayern Munich's dominant display sees them win the coveted German Super Cup title for the fifth year in a row,1,Sports
China announces plans to launch massive space exploration program aiming to establish permanent human presence in space.,0,World
New Study Reveals Growing Concerns About Cybersecurity Risks for Small Businesses,2,Business
Scientists discover new species of ancient human in the Philippines,1,Sports
LeBron James becomes NBA's all-time leading scorer,1,Sports
NBA announces plans for major changes to the regular season schedule,1,Sports
Global Economic Slowdown Raises Concerns About Recession,0,World
Scientists Develop Innovative Method to Convert Plastic into Useful Products,3,Sci/Tech
NASA's latest Mars rover discovers evidence of ancient lake on the red planet.,3,Sci/Tech
Scientists create first-ever artificial photosynthesis system,3,Sci/Tech
NBA All-Star Game 2023 to feature a star-studded lineup of top players from around the world,1,Sports
Global economic growth slows due to trade tensions,0,World
Manchester City wins Premier League title after comeback against Leicester City,1,Sports
Scientists develop revolutionary new material that can absorb and convert CO2 into oxygen at an unprecedented rate,3,Sci/Tech
Breakthrough in gene editing technology could lead to new treatments for genetic diseases.,3,Sci/Tech
India and Pakistan resume talks after decades of tension,0,World
New study reveals surprising health benefits of moderate cannabis use,1,Sports
New York Yankees sign high-profile free agent pitcher,1,Sports
Global Food Shortages Spike Due to Severe Droughts and Pests,0,World
Global economic trends point to a slowdown in growth.,2,Business
Climate change protests turn violent in Paris as demonstrators clash with police,0,World
Iran-Iraq border clashes spark fears of wider regional conflict,0,World
Major retailers report significant losses due to e-commerce disruption,2,Business
Government Unveils Plan to Reduce Corporate Tax Rates Across the Board,2,Business
New study finds link between income inequality and poor public health outcomes,2,Business
Tiger Woods' incredible comeback wins him first major since injury,1,Sports
European Union agrees to cut greenhouse gas emissions by 55% by 2030,0,World
Industry giants announce massive merger deal worth billions,2,Business
"Major earthquakes strike in several countries across the globe, leaving thousands stranded and injured",0,World
Golfer Tiger Woods makes incredible hole-in-one at the Masters,1,Sports
Tennis star's dramatic comeback from injury leaves fans in awe,1,Sports
New Quantum Computer Set to Revolutionize Cryptography,3,Sci/Tech
Tiger Woods makes stunning comeback at PGA tournament,1,Sports
Global economic growth hits slowest pace in six years due to trade tensions,0,World
Millions protest in Lebanon over economic crisis and government corruption,0,World
Spain Win Euro Cup After Thrilling Penalty Shootout,1,Sports
Scientists develop new method to convert plastic waste into useful fuels,3,Sci/Tech
First-ever image of black hole captured by Event Horizon Telescope project.,3,Sci/Tech
Innovative financial app gains popularity among young professionals,2,Business
Researchers develop sustainable energy source using ocean currents,3,Sci/Tech
Tom Brady's New Year's Eve Party Caught on Camera with Unusual Guest,1,Sports
Tech industry giants agree on guidelines for responsible AI development and deployment.,2,Business
Private space company successfully launches first private passenger flight to orbit,3,Sci/Tech
NFL Draft results: Top prospect traded to Los Angeles Rams,1,Sports
Emerging markets see rapid growth as foreign investment pours in.,2,Business
France mourns loss of prominent human rights activist.,0,World
The New England Patriots Sign Quarterback Tom Brady to a Two-Year Contract Extension,1,Sports
European Union imposes sanctions on Russian oligarchs over Ukraine conflict.,0,World
Tom Brady announces retirement from NFL after 22 seasons of play.,1,Sports
Celtics' Jayson Tatum named Eastern Conference Player of the Week,1,Sports
China's economy shows signs of slowing as trade tensions with US escalate,0,World
Google Unveils New Artificial Intelligence Chip to Enhance Cloud Computing Capabilities,2,Business
Microsoft's AI-powered tool helps detect cancer at early stages.,2,Business
UFC champion Khabib Nurmagomedov announces his surprise retirement from the sport,1,Sports
Iran's supreme leader defends nuclear program despite international pressure,0,World
Amazon Web Services Offers $2 Billion Investment to Support Startups,2,Business
Breakthrough in quantum computing could revolutionize data processing,3,Sci/Tech
UCLA Bruins football team wins big in Pac-12 conference showdown,1,Sports
Government announces plans to support small businesses through new initiative,2,Business
South African President Announces Plans for National Digital Economy Strategy,0,World
Record-breaking marathon runner eyes Olympic gold,1,Sports
Global tech giants face antitrust scrutiny over market dominance,2,Business
EU leaders reach compromise on climate change regulations,0,World
New startup emerges with innovative solution to reduce food waste by up to 50%.,2,Business
India and China agree to ease tensions along disputed border.,0,World
UN Warns of Global Hunger Crisis as Food Insecurity soars,0,World
NASA's Perseverance rover finds evidence of ancient lake on Mars.,3,Sci/Tech
Global stocks plummet as investors fret over trade tensions and inflation,2,Business
African nations call for international action to combat devastating Ebola outbreak,0,World
Researchers create new material that can convert carbon dioxide into oxygen at room temperature.,3,Sci/Tech
Stock market volatility hits record highs as investors scramble for safe-haven assets.,2,Business
LeBron James Named NBA's 18th Century MVP,1,Sports
Injury keeps star player out of upcoming game,1,Sports
France passes law requiring all new buildings to be carbon neutral by 2050,0,World
China's economic growth slows down as trade tensions with US and EU intensify.,0,World
International Boxing Federation Announces New Rules to Reduce Injuries.,1,Sports
NASA's latest Mars rover uncovers evidence of ancient lake on the red planet,3,Sci/Tech
Global stock market volatility causes losses for individual investors,2,Business
Scientists create artificial intelligence that can learn from its own failures.,3,Sci/Tech
Major corporation announces major layoffs amid restructuring plans.,2,Business
Google to Invest $10 Billion in Artificial Intelligence Research,2,Business
Global economy sees significant growth despite trade tensions,2,Business
US government announces plans to impose stricter regulations on financial sector amid rising income inequality.,2,Business
Surfing Competition Held on Hawaii's North Shore Despite Inclement Weather,1,Sports
College Football Program Embroiled in Scandal Amid NCAA Investigation,1,Sports
Global trade war between US and China intensifies as negotiations stall,2,Business
Tiger Woods makes surprising return to golf tournament after injury scare,1,Sports
Pakistan's Taliban demand better treatment of prisoners,0,World
Growing concerns over data protection lead to increased scrutiny of global tech firms.,2,Business
AI-powered system detects early warning signs of cardiovascular disease,3,Sci/Tech
AI-powered robots can now perform complex surgeries with precision,3,Sci/Tech
Private space company launches mission to explore Jupiter's moon Europa,3,Sci/Tech
Russian Orthodox Church backs Putin's Ukraine policy,0,World
Global Chip Shortage Exacerbates Economic Downturn as Companies Struggle to Meet Demand,3,Sci/Tech
European Union agrees on new plan to combat climate change,0,World
Global chip shortage causes widespread disruptions in global supply chains,3,Sci/Tech
Investors flock to emerging markets as global economic downturn looms,2,Business
Top Tech Firm Announces Major Investment in Artificial Intelligence Research,2,Business
China passes law to increase surveillance and control,0,World
Stephen Curry breaks NBA record for most three-pointers made,1,Sports
Star Athlete Announces Early Retirement Due to Injury,1,Sports
Manchester City wins Premier League title after Manchester United draws with Leicester City,1,Sports
Researchers Develop Innovative New Method for Desalination of Seawater,3,Sci/Tech
Breakthrough in space exploration: NASA's new telescope sets record for deepest-ever look into universe,3,Sci/Tech
Researchers develop revolutionary new material that can harness and store electricity in water,3,Sci/Tech
Climate change protests spread across the globe,0,World
Scientists discover new species of ancient human in remote cave system.,3,Sci/Tech
Investment Firm Suffers Loss Amid Global Market Volatility.,2,Business
UN General Assembly adopts historic resolution on climate change,0,World
Protests erupt in France over pension reform plans,0,World
Banking industry sees record profits as interest rates rise,2,Business
E-commerce giant announces plans to expand into new markets globally.,2,Business
Racing Car Drivers Battle in High-Stakes Championship,1,Sports
Russia and NATO engage in diplomatic spat over military presence in Eastern Europe,0,World
Quantum computing breakthrough enables scientists to simulate complex chemical reactions.,3,Sci/Tech
UN Security Council holds emergency meeting on North Korea tensions,0,World
LeBron James breaks records with incredible three-point shot at the buzzer,1,Sports
Big Tech companies team up to push for stricter regulations on AI development.,2,Business
India's monsoon season brings heavy flooding and landslides,0,World
New Study Reveals Unprecedented Rise in Global Inflation Rates,2,Business
Market experts predict a sharp increase in interest rates in the coming months.,2,Business
AI-powered robotic surgery shows promise for complex procedures,3,Sci/Tech
New research reveals alarming rate of deforestation in Amazon rainforest.,0,World
Pakistan and India agree on ceasefire along disputed border,0,World
Key players in the financial sector set to merge operations and form a new holding company.,2,Business
Regulatory overhaul could significantly impact global supply chain efficiency,2,Business
U.S. women's national soccer team wins 4-3 against Brazil in friendly match,1,Sports
A team of engineers develops a revolutionary new material for energy storage.,3,Sci/Tech
Japan and South Korea agree on trade deal after years of tensions,0,World
Boxing legend Muhammad Ali honored with posthumous induction into HOF,1,Sports
New tennis star emerges after defeating world number one in quarterfinals,1,Sports
New Study Reveals Potential Cure for Alzheimer's Disease,3,Sci/Tech
Climate protests continue globally as world leaders fail to meet targets,0,World
Global Trade Deal Reached After Months of Negotiations.,2,Business
UN to provide aid for millions affected by South Sudan conflict,0,World
Breakthrough in artificial intelligence could revolutionize healthcare diagnostics.,3,Sci/Tech
"North Korea conducts nuclear test, sparking international condemnation.",0,World
Tokyo Olympics torch relay begins as Japan gears up for the Games,1,Sports
Young golfer makes shocking comeback from injury to win major tournament,1,Sports
Key Players in Global Trade Negotiations Announce Breakthrough Agreement on Tariff Reductions,2,Business
Innovative New Battery Technology Could Power Entire Cities for Years Without Recharge,3,Sci/Tech
World's largest retailer faces crisis as sales plummet due to shift in consumer behavior towards online shopping.,2,Business
"Russia-Ukraine Conflict Escalates: Over 1,000 Civilians Killed",0,World
"UK and EU agree on Brexit trade deal, but details still need clarification",0,World
Australian Open: Novak Djokovic makes stunning comeback win,1,Sports
Turkey launches military operation against Kurdish militants in Iraq,0,World
Celtics' Kemba Walker scores 60 points in thrilling comeback win,1,Sports
New York Yankees acquire ace pitcher to bolster rotation,1,Sports
US and North Korea hold talks on denuclearization,0,World
Global trade tensions ease as China and US sign new trade deal.,2,Business
AI-powered robots to be used in search and rescue operations worldwide,3,Sci/Tech
New Report Reveals Widespread Adoption of Digital Payments Across Globe,2,Business
Amazon Stock Falls After Report Reveals Plan to Lay Off Thousands of Employees,2,Business
"US, Russia hold diplomatic talks to ease tensions in the Middle East",0,World
E-commerce giant announces plans to expand into new markets globally,2,Business
NASA announces plans for next-generation space telescope,3,Sci/Tech
Scientists create new material that can absorb carbon dioxide more efficiently than current technology.,3,Sci/Tech
MLB umpire union proposes rule change to increase strike zone consistency,1,Sports
